Frame_number,FPS,Time(in_s),confidence,Label
409.0,23.976023976023978,17.058708333333332,0.5021156072616577,Shirt
422.0,23.976023976023978,17.600916666666667,0.589859664440155,Shirt
423.0,23.976023976023978,17.642625,0.5577322840690613,Shirt
424.0,23.976023976023978,17.68433333333333,0.5538281202316284,Shirt
425.0,23.976023976023978,17.726041666666667,0.5888188481330872,Shirt
426.0,23.976023976023978,17.76775,0.5355069041252136,Shirt
427.0,23.976023976023978,17.809458333333332,0.5936182141304016,Shirt
428.0,23.976023976023978,17.851166666666664,0.628576934337616,Shirt
429.0,23.976023976023978,17.892875,0.6826192736625671,Shirt
430.0,23.976023976023978,17.934583333333332,0.676568329334259,Shirt
431.0,23.976023976023978,17.976291666666665,0.6417569518089294,Shirt
649.0,23.976023976023978,27.06870833333333,0.5101930499076843,Shirt
650.0,23.976023976023978,27.110416666666666,0.5499886274337769,Shirt
651.0,23.976023976023978,27.152124999999998,0.5758748650550842,Shirt
652.0,23.976023976023978,27.19383333333333,0.5833877921104431,Shirt
653.0,23.976023976023978,27.235541666666666,0.5782546401023865,Shirt
654.0,23.976023976023978,27.27725,0.5390974879264832,Shirt
655.0,23.976023976023978,27.31895833333333,0.5461898446083069,Shirt
656.0,23.976023976023978,27.360666666666663,0.5335271954536438,Shirt
657.0,23.976023976023978,27.402375,0.5039855241775513,Shirt
658.0,23.976023976023978,27.44408333333333,0.5162084102630615,Shirt
659.0,23.976023976023978,27.485791666666664,0.5669942498207092,Shirt
660.0,23.976023976023978,27.527499999999996,0.5272446870803833,Shirt
664.0,23.976023976023978,27.694333333333333,0.5199426412582397,Shirt
667.0,23.976023976023978,27.81945833333333,0.6011449694633484,Shirt
670.0,23.976023976023978,27.94458333333333,0.5741026997566223,Shirt
671.0,23.976023976023978,27.986291666666666,0.5238543748855591,Shirt
672.0,23.976023976023978,28.028,0.5129146575927734,Shirt
